Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner,KD_diff,STR_diff,TD_diff,SUB_diff,target,Time_seconds,Fighter 1_code,Fighter 2_code,Weight_Class_code,Method_code
"Las Vegas, Nevada, USA",Mohammed Usman,Jake Collier,0.0,0.0,85.0,87.0,1.0,0.0,0.0,2.0,Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2023-09-23,Mohammed Usman,0.0,-2.0,1.0,-2.0,0,300,1178,918,4,69
"Las Vegas, Nevada, USA",Mizuki,Hannah Goldy,0.0,0.0,55.0,47.0,1.0,1.0,0.0,0.0,Women's Strawweight,U-DEC,3.0,5:00,UFC Fight Night,2023-09-23,Mizuki,0.0,8.0,0.0,0.0,0,300,1175,833,14,69
"Las Vegas, Nevada, USA",Montserrat Rendon,Tamires Vidal,0.0,0.0,69.0,60.0,3.0,0.0,0.0,1.0,Women's Bantamweight,S-DEC,3.0,5:00,UFC Fight Night,2023-09-23,Montserrat Rendon,0.0,9.0,3.0,-1.0,0,300,1183,2082,11,32
"Las Vegas, Nevada, USA",Alexa Grasso,Valentina Shevchenko,1.0,0.0,84.0,80.0,1.0,4.0,1.0,1.0,Women's Flyweight,S-DEC,5.0,5:00,UFC Fight Night,2023-09-16,Alexa Grasso,1.0,4.0,-3.0,0.0,0,300,54,2186,13,32
"Las Vegas, Nevada, USA",Jack Della Maddalena,Kevin Holland,0.0,0.0,105.0,127.0,0.0,0.0,0.0,0.0,Welterweight,S-DEC,3.0,5:00,UFC Fight Night,2023-09-16,Jack Della Maddalena,0.0,-22.0,0.0,0.0,0,300,653,1284,10,32
"Las Vegas, Nevada, USA",Raul Rosas Jr.,Terrence Mitchell,1.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punches,1.0,0:54,UFC Fight Night,2023-09-16,Raul Rosas Jr.,1.0,12.0,0.0,0.0,0,54,1335,2094,0,14
"Las Vegas, Nevada, USA",Daniel Zellhuber,Christos Giagos,0.0,0.0,36.0,38.0,0.0,0.0,1.0,0.0,Lightweight,SUB Anaconda Choke,2.0,3:26,UFC Fight Night,2023-09-16,Daniel Zellhuber,0.0,-2.0,0.0,1.0,0,206,372,418,6,33
"Las Vegas, Nevada, USA",Kyle Nelson,Fernando Padilla,0.0,0.0,82.0,72.0,0.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2023-09-16,Kyle Nelson,0.0,10.0,0.0,0.0,0,300,947,731,2,69
"Las Vegas, Nevada, USA",Loopy Godinez,Elise Reed,1.0,0.0,21.0,3.0,5.0,0.0,6.0,0.0,Women's Strawweight,SUB Rear Naked Choke,2.0,3:38,UFC Fight Night,2023-09-16,Loopy Godinez,1.0,18.0,5.0,6.0,0,218,981,680,14,58
"Las Vegas, Nevada, USA",Roman Kopylov,Josh Fremd,1.0,0.0,49.0,38.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,2.0,4:44,UFC Fight Night,2023-09-16,Roman Kopylov,1.0,11.0,0.0,0.0,0,284,1391,1169,7,13
"Las Vegas, Nevada, USA",Edgar Chairez,Daniel Lacerda,0.0,0.0,12.0,4.0,0.0,1.0,1.0,0.0,Flyweight,Overturned,1.0,3:47,UFC Fight Night,2023-09-16,Edgar Chairez,0.0,8.0,-1.0,1.0,0,227,471,511,3,21
"Las Vegas, Nevada, USA",Tracy Cortez,Jasmine Jasudavicius,0.0,0.0,103.0,77.0,0.0,2.0,0.0,0.0,Women's Flyweight,U-DEC,3.0,5:00,UFC Fight Night,2023-09-16,Tracy Cortez,0.0,26.0,-2.0,0.0,0,300,1592,966,13,69
"Las Vegas, Nevada, USA",Charlie Campbell,Alex Reyes,1.0,0.0,43.0,14.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punches,1.0,3:38,UFC Fight Night,2023-09-16,Charlie Campbell,1.0,29.0,0.0,0.0,0,218,257,67,6,14
"Las Vegas, Nevada, USA",Josefine Knutsson,Marnic Mann,0.0,0.0,81.0,8.0,3.0,0.0,0.0,0.0,Women's Strawweight,U-DEC,3.0,5:00,UFC Fight Night,2023-09-16,Josefine Knutsson,0.0,73.0,3.0,0.0,0,300,828,1479,14,69
"Sydney, New South Wales, Australia",Sean Strickland,Israel Adesanya,1.0,0.0,137.0,94.0,0.0,0.0,0.0,0.0,Middleweight,U-DEC,5.0,5:00,UFC 293,2023-09-09,Sean Strickland,1.0,43.0,0.0,0.0,0,300,1456,893,7,69
"Sydney, New South Wales, Australia",Alexander Volkov,Tai Tuivasa,1.0,0.0,93.0,28.0,0.0,0.0,1.0,0.0,Heavyweight,SUB Ezekiel Choke,2.0,4:37,UFC 293,2023-09-09,Alexander Volkov,1.0,65.0,0.0,1.0,0,277,59,2074,4,40
"Sydney, New South Wales, Australia",Manel Kape,Felipe dos Santos,1.0,0.0,112.0,99.0,1.0,0.0,0.0,0.0,Flyweight,U-DEC,3.0,5:00,UFC 293,2023-09-09,Manel Kape,1.0,13.0,1.0,0.0,0,300,1026,728,3,69
"Sydney, New South Wales, Australia",Justin Tafa,Austen Lane,1.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,1.0,1:22,UFC 293,2023-09-09,Justin Tafa,1.0,4.0,0.0,0.0,0,82,877,191,4,13
"Sydney, New South Wales, Australia",Tyson Pedro,Anton Turkalj,1.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,1.0,2:12,UFC 293,2023-09-09,Tyson Pedro,1.0,8.0,0.0,0.0,0,132,1613,156,5,13
"Sydney, New South Wales, Australia",Carlos Ulberg,Da Woon Jung,1.0,0.0,81.0,58.0,1.0,1.0,1.0,0.0,Light Heavyweight,SUB Rear Naked Choke,3.0,4:49,UFC 293,2023-09-09,Carlos Ulberg,1.0,23.0,0.0,1.0,0,289,235,477,5,58
"Sydney, New South Wales, Australia",Chepe Mariscal,Jack Jenkins,0.0,0.0,38.0,41.0,1.0,0.0,0.0,0.0,Featherweight,KO/TKO,2.0,3:19,UFC 293,2023-09-09,Chepe Mariscal,0.0,-3.0,1.0,0.0,0,199,264,908,2,3
"Sydney, New South Wales, Australia",Jamie Mullarkey,John Makdessi,0.0,0.0,88.0,83.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC 293,2023-09-09,Jamie Mullarkey,0.0,5.0,0.0,0.0,0,300,688,1106,6,69
"Sydney, New South Wales, Australia",Nasrat Haqparast,Landon Quinones,0.0,0.0,171.0,148.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC 293,2023-09-09,Nasrat Haqparast,0.0,23.0,0.0,0.0,0,300,1198,1331,6,69
"Sydney, New South Wales, Australia",Charles Radtke,Blood Diamond,0.0,0.0,35.0,44.0,1.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC 293,2023-09-09,Charles Radtke,0.0,-9.0,1.0,0.0,0,300,254,232,10,69
"Sydney, New South Wales, Australia",Gabriel Miranda,Shane Young,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,Featherweight,SUB Rear Naked Choke,1.0,0:59,UFC 293,2023-09-09,Gabriel Miranda,0.0,1.0,1.0,1.0,0,59,543,2002,2,58
"Sydney, New South Wales, Australia",Kevin Jousset,Kiefer Crosbie,0.0,0.0,29.0,39.0,1.0,0.0,1.0,0.0,Welterweight,SUB Rear Naked Choke,1.0,4:49,UFC 293,2023-09-09,Kevin Jousset,0.0,-10.0,1.0,1.0,0,289,923,1296,10,58
"Paris, Ile-de-France, France",Ciryl Gane,Serghei Spivac,0.0,0.0,109.0,11.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,2.0,3:44,UFC Fight Night,2023-09-02,Ciryl Gane,0.0,98.0,0.0,0.0,0,224,297,1984,4,14
"Paris, Ile-de-France, France",Manon Fiorot,Rose Namajunas,0.0,0.0,58.0,60.0,0.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,3.0,5:00,UFC Fight Night,2023-09-02,Manon Fiorot,0.0,-2.0,0.0,0.0,0,300,1028,1895,13,69
"Paris, Ile-de-France, France",Benoit Saint Denis,Thiago Moises,0.0,0.0,101.0,24.0,5.0,1.0,0.0,1.0,Lightweight,KO/TKO Punches,2.0,4:44,UFC Fight Night,2023-09-02,Benoit Saint Denis,0.0,77.0,4.0,-1.0,0,284,161,2103,6,14
"Paris, Ile-de-France, France",Volkan Oezdemir,Bogdan Guskov,1.0,0.0,26.0,8.0,1.0,0.0,1.0,0.0,Light Heavyweight,SUB Rear Naked Choke,1.0,3:46,UFC Fight Night,2023-09-02,Volkan Oezdemir,1.0,18.0,1.0,1.0,0,226,1646,240,5,58
"Paris, Ile-de-France, France",William Gomis,Yanis Ghemmouri,0.0,0.0,52.0,28.0,0.0,0.0,2.0,0.0,Featherweight,KO/TKO Kick,3.0,2:20,UFC Fight Night,2023-09-02,William Gomis,0.0,24.0,0.0,2.0,0,140,1658,2258,2,9
"Paris, Ile-de-France, France",Morgan Charriere,Manolo Zecchini,1.0,0.0,26.0,9.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO Kicks,1.0,3:51,UFC Fight Night,2023-09-02,Morgan Charriere,1.0,17.0,0.0,0.0,0,231,1184,1423,2,10
"Paris, Ile-de-France, France",Taylor Lapilus,Caolan Loughran,0.0,0.0,84.0,48.0,0.0,2.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2023-09-02,Taylor Lapilus,0.0,36.0,-2.0,0.0,0,300,1543,323,0,69
"Paris, Ile-de-France, France",Ange Loosa,Rhys McKee,0.0,0.0,98.0,77.0,6.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2023-09-02,Ange Loosa,0.0,21.0,6.0,0.0,0,300,99,1809,10,69
"Paris, Ile-de-France, France",Nora Cornolle,Joselyne Edwards,0.0,0.0,40.0,18.0,0.0,5.0,0.0,1.0,Women's Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2023-09-02,Nora Cornolle,0.0,22.0,-5.0,-1.0,0,300,1235,1156,11,69
"Paris, Ile-de-France, France",Farid Basharat,Kleydson Rodrigues,0.0,0.0,4.0,7.0,2.0,0.0,1.0,0.0,Bantamweight,SUB Arm Triangle,1.0,4:15,UFC Fight Night,2023-09-02,Farid Basharat,0.0,-3.0,2.0,1.0,0,255,513,1300,0,35
"Paris, Ile-de-France, France",Jacqueline Cavalcanti,Zarah Fairn,0.0,0.0,126.0,39.0,0.0,0.0,0.0,0.0,Catch Weight,U-DEC,3.0,5:00,UFC Fight Night,2023-09-02,Jacqueline Cavalcanti,0.0,87.0,0.0,0.0,0,300,661,2292,1,69
"Kallang, Singapore",Max Holloway,Chan Sung Jung,2.0,0.0,75.0,34.0,0.0,0.0,1.0,0.0,Featherweight,KO/TKO Punch,3.0,0:23,UFC Fight Night,2023-08-26,Max Holloway,2.0,41.0,0.0,1.0,0,23,1109,355,2,13
"Kallang, Singapore",Anthony Smith,Ryan Spann,0.0,0.0,91.0,59.0,1.0,0.0,0.0,0.0,Light Heavyweight,S-DEC,3.0,5:00,UFC Fight Night,2023-08-26,Anthony Smith,0.0,32.0,1.0,0.0,0,300,111,1923,5,32
"Kallang, Singapore",Giga Chikadze,Alex Caceres,0.0,0.0,65.0,62.0,0.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-26,Giga Chikadze,0.0,3.0,0.0,0.0,0,300,567,56,2,69
"Kallang, Singapore",Rinya Nakamura,Fernie Garcia,0.0,0.0,36.0,15.0,4.0,0.0,3.0,1.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-26,Rinya Nakamura,0.0,21.0,4.0,2.0,0,300,1364,732,0,69
"Kallang, Singapore",Erin Blanchfield,Taila Santos,0.0,0.0,61.0,55.0,0.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-26,Erin Blanchfield,0.0,6.0,0.0,0.0,0,300,499,2075,13,69
"Kallang, Singapore",Junior Tafa,Parker Porter,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,1.0,1:24,UFC Fight Night,2023-08-26,Junior Tafa,1.0,6.0,0.0,0.0,0,84,864,1699,4,13
"Kallang, Singapore",Waldo Cortes-Acosta,Lukasz Brzeski,1.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,1.0,3:01,UFC Fight Night,2023-08-26,Waldo Cortes-Acosta,1.0,1.0,0.0,0.0,0,181,1647,1391,4,14
"Kallang, Singapore",Garrett Armfield,Toshiomi Kazama,1.0,0.0,45.0,15.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punches,1.0,4:16,UFC Fight Night,2023-08-26,Garrett Armfield,1.0,30.0,0.0,0.0,0,256,548,2156,0,14
"Kallang, Singapore",Michal Oleksiejczuk,Chidi Njokuani,0.0,0.0,44.0,29.0,1.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,1.0,4:16,UFC Fight Night,2023-08-26,Michal Oleksiejczuk,0.0,15.0,1.0,0.0,0,256,1130,377,7,14
"Kallang, Singapore",Song Kenan,Rolando Bedoya,1.0,0.0,75.0,112.0,0.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-26,Song Kenan,1.0,-37.0,0.0,0.0,0,300,1497,1868,10,69
"Kallang, Singapore",Billy Goff,Yusaku Kinoshita,1.0,0.0,40.0,17.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punch,1.0,3:49,UFC Fight Night,2023-08-26,Billy Goff,1.0,23.0,0.0,0.0,0,229,167,2279,10,13
"Kallang, Singapore",JJ Aldrich,Liang Na,0.0,0.0,47.0,11.0,0.0,3.0,0.0,0.0,Women's Flyweight,KO/TKO Elbows,2.0,4:49,UFC Fight Night,2023-08-26,JJ Aldrich,0.0,36.0,-3.0,0.0,0,289,651,1357,13,5
"Kallang, Singapore",SeungWoo Choi,Jarno Errens,1.0,1.0,56.0,30.0,1.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-26,SeungWoo Choi,0.0,26.0,1.0,0.0,0,300,1468,964,2,69
"Boston, Massachusetts, USA",Sean O'Malley,Aljamain Sterling,1.0,0.0,25.0,17.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punches,2.0,0:51,UFC 292,2023-08-19,Sean O'Malley,1.0,8.0,0.0,0.0,0,51,1452,92,0,14
"Boston, Massachusetts, USA",Zhang Weili,Amanda Lemos,1.0,0.0,163.0,24.0,6.0,0.0,0.0,2.0,Women's Strawweight,U-DEC,5.0,5:00,UFC 292,2023-08-19,Zhang Weili,1.0,139.0,6.0,-2.0,0,300,1697,103,14,69
"Boston, Massachusetts, USA",Ian Garry,Neil Magny,0.0,0.0,91.0,27.0,2.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC 292,2023-08-19,Ian Garry,0.0,64.0,2.0,0.0,0,300,620,1642,10,69
"Boston, Massachusetts, USA",Mario Bautista,Da'Mon Blackshear,0.0,0.0,79.0,90.0,2.0,4.0,1.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC 292,2023-08-19,Mario Bautista,0.0,-11.0,-2.0,1.0,0,300,1054,478,0,69
"Boston, Massachusetts, USA",Marlon Vera,Pedro Munhoz,0.0,0.0,141.0,113.0,0.0,0.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC 292,2023-08-19,Marlon Vera,0.0,28.0,0.0,0.0,0,300,1074,1731,0,69
"Boston, Massachusetts, USA",Brad Tavares,Chris Weidman,0.0,0.0,70.0,37.0,0.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC 292,2023-08-19,Brad Tavares,0.0,33.0,0.0,0.0,0,300,183,407,7,69
"Boston, Massachusetts, USA",Gregory Rodrigues,Denis Tiuliulin,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,Middleweight,KO/TKO Elbows,1.0,1:43,UFC 292,2023-08-19,Gregory Rodrigues,0.0,3.0,1.0,0.0,0,103,586,585,7,5
"Boston, Massachusetts, USA",Kurt Holobaugh,Austin Hubbard,0.0,0.0,61.0,44.0,0.0,2.0,2.0,0.0,Lightweight,SUB Triangle Choke,2.0,2:39,UFC 292,2023-08-19,Kurt Holobaugh,0.0,17.0,-2.0,2.0,0,159,941,193,6,66
"Boston, Massachusetts, USA",Brad Katona,Cody Gibson,0.0,0.0,160.0,164.0,0.0,0.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC 292,2023-08-19,Brad Katona,0.0,-4.0,0.0,0.0,0,300,178,438,0,69
"Boston, Massachusetts, USA",Andre Petroski,Gerald Meerschaert,1.0,0.0,57.0,76.0,2.0,1.0,0.0,0.0,Middleweight,S-DEC,3.0,5:00,UFC 292,2023-08-19,Andre Petroski,1.0,-19.0,1.0,0.0,0,300,87,788,7,32
"Boston, Massachusetts, USA",Natalia Silva,Andrea Lee,0.0,0.0,70.0,43.0,0.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,3.0,5:00,UFC 292,2023-08-19,Natalia Silva,0.0,27.0,0.0,0.0,0,300,1200,122,13,69
"Boston, Massachusetts, USA",Karine Silva,Maryna Moroz,1.0,0.0,30.0,16.0,1.0,0.0,1.0,0.0,Women's Flyweight,SUB Guillotine Choke,1.0,4:59,UFC 292,2023-08-19,Karine Silva,1.0,14.0,1.0,1.0,0,299,890,1487,13,43
"Las Vegas, Nevada, USA",Vicente Luque,Rafael Dos Anjos,0.0,0.0,72.0,66.0,8.0,2.0,0.0,1.0,Welterweight,U-DEC,5.0,5:00,UFC Fight Night,2023-08-12,Vicente Luque,0.0,6.0,6.0,-1.0,0,300,1628,1766,10,69
"Las Vegas, Nevada, USA",Cub Swanson,Hakeem Dawodu,0.0,0.0,77.0,95.0,1.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-12,Cub Swanson,0.0,-18.0,1.0,0.0,0,300,332,830,2,69
"Las Vegas, Nevada, USA",Khalil Rountree Jr.,Chris Daukaus,1.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,1.0,2:40,UFC Fight Night,2023-08-12,Khalil Rountree Jr.,1.0,8.0,0.0,0.0,0,160,929,388,5,13
"Las Vegas, Nevada, USA",Iasmin Lucindo,Polyana Viana,0.0,0.0,10.0,10.0,2.0,1.0,1.0,0.0,Women's Strawweight,SUB Arm Triangle,2.0,3:42,UFC Fight Night,2023-08-12,Iasmin Lucindo,0.0,0.0,1.0,1.0,0,222,624,1756,14,35
"Las Vegas, Nevada, USA",AJ Dobson,Tafon Nchukwi,0.0,0.0,67.0,53.0,2.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-12,AJ Dobson,0.0,14.0,2.0,0.0,0,300,0,2071,7,69
"Las Vegas, Nevada, USA",Josh Fremd,Jamie Pickett,0.0,0.0,31.0,14.0,0.0,2.0,2.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-12,Josh Fremd,0.0,17.0,-2.0,2.0,0,300,836,950,7,69
"Las Vegas, Nevada, USA",Marcus McGhee,JP Buys,1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punch,1.0,2:19,UFC Fight Night,2023-08-12,Marcus McGhee,1.0,3.0,0.0,0.0,0,139,1051,905,0,13
"Las Vegas, Nevada, USA",Terrance McKinney,Mike Breeden,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punches,1.0,1:25,UFC Fight Night,2023-08-12,Terrance McKinney,0.0,29.0,0.0,0.0,0,85,1548,1563,6,14
"Las Vegas, Nevada, USA",Isaac Dulgarian,Francis Marshall,0.0,0.0,35.0,2.0,1.0,0.0,0.0,0.0,Featherweight,KO/TKO Elbows,1.0,4:48,UFC Fight Night,2023-08-12,Isaac Dulgarian,0.0,33.0,1.0,0.0,0,288,640,740,2,5
"Las Vegas, Nevada, USA",Martin Buday,Josh Parisian,0.0,0.0,42.0,26.0,1.0,0.0,1.0,0.0,Heavyweight,SUB Kimura,1.0,4:11,UFC Fight Night,2023-08-12,Martin Buday,0.0,16.0,1.0,1.0,0,251,1076,1175,4,48
"Las Vegas, Nevada, USA",Jaqueline Amorim,Montserrat Conejo Ruiz,0.0,0.0,86.0,6.0,1.0,1.0,4.0,0.0,Women's Strawweight,KO/TKO Punches,3.0,3:41,UFC Fight Night,2023-08-12,Jaqueline Amorim,0.0,80.0,0.0,4.0,0,221,692,1611,14,14
"Las Vegas, Nevada, USA",Da'Mon Blackshear,Jose Johnson,0.0,0.0,18.0,8.0,2.0,0.0,1.0,0.0,Bantamweight,SUB Twister,1.0,3:47,UFC Fight Night,2023-08-12,Da'Mon Blackshear,0.0,10.0,2.0,1.0,0,227,341,1152,0,67
"Las Vegas, Nevada, USA",Luana Santos,Juliana Miller,0.0,0.0,63.0,24.0,0.0,0.0,0.0,0.0,Women's Flyweight,KO/TKO Punches,1.0,3:41,UFC Fight Night,2023-08-12,Luana Santos,0.0,39.0,0.0,0.0,0,221,988,1197,13,14
"Nashville, Tennessee, USA",Cory Sandhagen,Rob Font,0.0,0.0,34.0,9.0,7.0,1.0,1.0,0.0,Catch Weight,U-DEC,5.0,5:00,UFC Fight Night,2023-08-05,Cory Sandhagen,0.0,25.0,6.0,1.0,0,300,327,1837,1,69
"Nashville, Tennessee, USA",Tatiana Suarez,Jessica Andrade,0.0,0.0,23.0,11.0,3.0,0.0,1.0,0.0,Women's Strawweight,SUB Guillotine Choke,2.0,1:31,UFC Fight Night,2023-08-05,Tatiana Suarez,0.0,12.0,3.0,1.0,0,91,1540,1026,14,43
"Nashville, Tennessee, USA",Dustin Jacoby,Kennedy Nzechukwu,1.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,1.0,1:22,UFC Fight Night,2023-08-05,Dustin Jacoby,1.0,6.0,0.0,0.0,0,82,455,1272,5,13
"Nashville, Tennessee, USA",Diego Lopes,Gavin Tucker,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,Featherweight,SUB Triangle Armbar,1.0,1:38,UFC Fight Night,2023-08-05,Diego Lopes,0.0,0.0,-1.0,3.0,0,98,428,777,2,65
"Nashville, Tennessee, USA",Tanner Boser,Aleksa Camur,0.0,0.0,120.0,68.0,0.0,0.0,0.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-05,Tanner Boser,0.0,52.0,0.0,0.0,0,300,1538,46,5,69
"Nashville, Tennessee, USA",Ludovit Klein,Ignacio Bahamondes,0.0,0.0,56.0,43.0,3.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-05,Ludovit Klein,0.0,13.0,3.0,0.0,0,300,993,874,6,69
"Nashville, Tennessee, USA",Kyler Phillips,Raoni Barcelos,1.0,0.0,72.0,46.0,1.0,3.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-05,Kyler Phillips,1.0,26.0,-2.0,0.0,0,300,950,1782,0,69
"Nashville, Tennessee, USA",Carlston Harris,Jeremiah Wells,0.0,0.0,5.0,18.0,0.0,3.0,1.0,2.0,Welterweight,SUB Anaconda Choke,3.0,1:50,UFC Fight Night,2023-08-05,Carlston Harris,0.0,-13.0,-3.0,-1.0,0,110,236,1004,10,33
"Nashville, Tennessee, USA",Billy Quarantillo,Damon Jackson,0.0,0.0,100.0,67.0,0.0,3.0,1.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-05,Billy Quarantillo,0.0,33.0,-3.0,1.0,0,300,168,491,2,69
"Nashville, Tennessee, USA",Cody Durden,Jake Hadley,0.0,0.0,38.0,26.0,4.0,0.0,1.0,3.0,Flyweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-05,Cody Durden,0.0,12.0,4.0,-2.0,0,300,311,920,3,69
"Nashville, Tennessee, USA",Sean Woodson,Dennis Buzukja,0.0,0.0,71.0,42.0,4.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-05,Sean Woodson,0.0,29.0,4.0,0.0,0,300,1457,588,2,69
"Nashville, Tennessee, USA",Assu Almabayev,Ode Osbourne,0.0,0.0,26.0,4.0,2.0,0.0,2.0,0.0,Flyweight,SUB Rear Naked Choke,2.0,3:11,UFC Fight Night,2023-08-05,Assu Almabayev,0.0,22.0,2.0,2.0,0,191,134,1681,3,58
"Salt Lake City, Utah, USA",Justin Gaethje,Dustin Poirier,1.0,0.0,41.0,27.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Kick,2.0,1:00,UFC 291,2023-07-29,Justin Gaethje,1.0,14.0,0.0,0.0,0,60,869,650,6,9
"Salt Lake City, Utah, USA",Alex Pereira,Jan Blachowicz,0.0,0.0,70.0,52.0,0.0,3.0,1.0,2.0,Light Heavyweight,S-DEC,3.0,5:00,UFC 291,2023-07-29,Alex Pereira,0.0,18.0,-3.0,-1.0,0,300,51,953,5,32
"Salt Lake City, Utah, USA",Derrick Lewis,Marcos Rogerio de Lima,1.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,1.0,0:33,UFC 291,2023-07-29,Derrick Lewis,1.0,16.0,0.0,0.0,0,33,419,1445,4,14
"Salt Lake City, Utah, USA",Bobby Green,Tony Ferguson,0.0,0.0,137.0,54.0,0.0,0.0,1.0,0.0,Lightweight,SUB Arm Triangle,3.0,4:54,UFC 291,2023-07-29,Bobby Green,0.0,83.0,0.0,1.0,0,294,173,2147,6,35
"Salt Lake City, Utah, USA",Kevin Holland,Michael Chiesa,0.0,0.0,9.0,4.0,0.0,0.0,1.0,0.0,Welterweight,SUB D'Arce Choke,1.0,2:39,UFC 291,2023-07-29,Kevin Holland,0.0,5.0,0.0,1.0,0,159,921,1541,10,39
"Salt Lake City, Utah, USA",Gabriel Bonfim,Trevin Giles,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,Welterweight,SUB Guillotine Choke,1.0,1:13,UFC 291,2023-07-29,Gabriel Bonfim,0.0,2.0,1.0,1.0,0,73,541,2164,10,43
"Salt Lake City, Utah, USA",CJ Vergara,Vinicius Salvador,0.0,0.0,109.0,88.0,0.0,0.0,0.0,0.0,Flyweight,U-DEC,3.0,5:00,UFC 291,2023-07-29,CJ Vergara,0.0,21.0,0.0,0.0,0,300,217,2211,3,69
"Salt Lake City, Utah, USA",Roman Kopylov,Claudio Ribeiro,1.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Kick,2.0,0:33,UFC 291,2023-07-29,Roman Kopylov,1.0,0.0,0.0,0.0,0,33,1391,426,7,9
"Salt Lake City, Utah, USA",Jake Matthews,Darrius Flowers,0.0,0.0,60.0,36.0,0.0,1.0,1.0,0.0,Welterweight,SUB Rear Naked Choke,2.0,2:37,UFC 291,2023-07-29,Jake Matthews,0.0,24.0,-1.0,1.0,0,157,670,548,10,58
"Salt Lake City, Utah, USA",Uros Medic,Matthew Semelsberger,1.0,1.0,69.0,52.0,1.0,0.0,0.0,0.0,Welterweight,KO/TKO Spinning Back Elbow,3.0,2:36,UFC 291,2023-07-29,Uros Medic,0.0,17.0,1.0,0.0,0,156,1617,1518,10,16
