Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner,Fighter 1_code,Fighter 2_code,Weight_Class_code,Method_code,Winner_code
"Las Vegas, Nevada, USA",Austin Hubbard,Max Rohskopf,0.0,0.0,58.0,17.0,0.0,2.0,0.0,1.0,Lightweight,KO/TKO,2.0,5:00,UFC Fight Night,2020-06-20 00:00:00.000,Austin Hubbard,140,1524,6,3,139
"Las Vegas, Nevada, USA",Cynthia Calvillo,Jessica Eye,0.0,0.0,113.0,70.0,4.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,5.0,5:00,UFC Fight Night,2020-06-13 00:00:00.000,Cynthia Calvillo,337,1027,13,69,336
"Las Vegas, Nevada, USA",Marvin Vettori,Karl Roberson,0.0,0.0,45.0,4.0,2.0,0.0,2.0,0.0,Middleweight,SUB Rear Naked Choke,1.0,4:17,UFC Fight Night,2020-06-13 00:00:00.000,Marvin Vettori,1080,1243,7,58,1078
"Las Vegas, Nevada, USA",Charles Rosa,Kevin Aguilar,0.0,0.0,69.0,53.0,0.0,0.0,0.0,0.0,Lightweight,S-DEC,3.0,5:00,UFC Fight Night,2020-06-13 00:00:00.000,Charles Rosa,255,1278,6,32,254
"Las Vegas, Nevada, USA",Andre Fili,Charles Jourdain,0.0,1.0,44.0,62.0,5.0,0.0,0.0,0.0,Featherweight,S-DEC,3.0,5:00,UFC Fight Night,2020-06-13 00:00:00.000,Andre Fili,85,360,2,32,85
"Las Vegas, Nevada, USA",Jordan Espinosa,Mark De La Rosa,0.0,0.0,126.0,37.0,2.0,0.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2020-06-13 00:00:00.000,Jordan Espinosa,814,1463,0,69,813
"Las Vegas, Nevada, USA",Mariya Agapova,Hannah Cifers,1.0,0.0,29.0,11.0,0.0,0.0,1.0,0.0,Women's Flyweight,SUB Rear Naked Choke,1.0,2:42,UFC Fight Night,2020-06-13 00:00:00.000,Mariya Agapova,1058,832,13,58,1056
"Las Vegas, Nevada, USA",Merab Dvalishvili,Gustavo Lopez,0.0,0.0,73.0,14.0,13.0,0.0,2.0,0.0,Catch Weight,U-DEC,3.0,5:00,UFC Fight Night,2020-06-13 00:00:00.000,Merab Dvalishvili,1121,825,1,69,1119
"Las Vegas, Nevada, USA",Julia Avila,Gina Mazany,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,Women's Bantamweight,KO/TKO Punches,1.0,0:22,UFC Fight Night,2020-06-13 00:00:00.000,Julia Avila,852,804,11,14,851
"Las Vegas, Nevada, USA",Tyson Nam,Zarrukh Adashev,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punch,1.0,0:32,UFC Fight Night,2020-06-13 00:00:00.000,Tyson Nam,1614,2293,0,13,1609
"Las Vegas, Nevada, USA",Christian Aguilera,Anthony Ivy,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punches,1.0,0:59,UFC Fight Night,2020-06-13 00:00:00.000,Christian Aguilera,290,145,10,14,289
"Las Vegas, Nevada, USA",Amanda Nunes,Felicia Spencer,0.0,0.0,124.0,42.0,6.0,0.0,1.0,0.0,Women's Featherweight,U-DEC,5.0,5:00,UFC 250,2020-06-06 00:00:00.000,Amanda Nunes,76,723,12,69,76
"Las Vegas, Nevada, USA",Cody Garbrandt,Raphael Assuncao,1.0,0.0,19.0,17.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punch,2.0,4:59,UFC 250,2020-06-06 00:00:00.000,Cody Garbrandt,312,1783,0,13,311
"Las Vegas, Nevada, USA",Aljamain Sterling,Cory Sandhagen,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,Bantamweight,SUB Rear Naked Choke,1.0,1:28,UFC 250,2020-06-06 00:00:00.000,Aljamain Sterling,67,459,0,58,67
"Las Vegas, Nevada, USA",Neil Magny,Anthony Rocco Martin,0.0,0.0,64.0,37.0,0.0,1.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC 250,2020-06-06 00:00:00.000,Neil Magny,1213,152,10,69,1211
"Las Vegas, Nevada, USA",Sean O'Malley,Eddie Wineland,1.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punch,1.0,1:54,UFC 250,2020-06-06 00:00:00.000,Sean O'Malley,1454,661,0,13,1449
"Las Vegas, Nevada, USA",Alex Caceres,Chase Hooper,1.0,0.0,103.0,53.0,1.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC 250,2020-06-06 00:00:00.000,Alex Caceres,42,370,2,69,42
"Las Vegas, Nevada, USA",Ian Heinisch,Gerald Meerschaert,1.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,1.0,1:14,UFC 250,2020-06-06 00:00:00.000,Ian Heinisch,622,788,7,13,621
"Las Vegas, Nevada, USA",Cody Stamann,Brian Kelleher,0.0,0.0,89.0,57.0,2.0,1.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC 250,2020-06-06 00:00:00.000,Cody Stamann,316,280,2,69,315
