Fighter,Date,Opp,Weight_Class,Total_KD,Total_STR,Total_TD,Total_SUB,Opp_KD,Opp_STR,Opp_TD,Opp_SUB,Round,Time,Target,Avg_Round_Time,Avg_Round,Opp_Avg_Round_Time,Opp_Avg_Round,Fighter_code,Opp_code,Weight_Class_code
Kevin Jackson,1997-12-21,Vitor Belfort,Lightweight,0,16,4,1,0,54,4,2,1.0,16.0,0,360.0,4.0,323.0,2.6363636363636362,1346,2320,6
Kevin Jackson,1998-03-13,Pat Miletich,Middleweight,0,18,5,1,0,42,1,1,1.0,623.0,0,196.0,3.0,236.66666666666666,2.6666666666666665,1346,1789,7
Kevin Jordan,2005-06-04,Paul Buentello,Heavyweight,0,0,0,0,1,22,0,0,1.0,240.0,0,0.0,0.0,135.75,2.75,1347,1798,4
Kevin Jordan,2005-11-19,Gabriel Gonzaga,Heavyweight,0,18,0,0,0,0,0,0,3.0,279.0,0,480.0,2.0,251.75,2.0,1347,790,4
Kevin Jousset,2023-09-09,Kiefer Crosbie,Welterweight,0,0,0,0,0,0,0,0,1.0,289.0,1,0.0,0.0,0.0,0.0,1348,1352,10
Kevin Lee,2014-02-01,Al Iaquinta,Lightweight,0,0,0,0,0,173,6,0,3.0,300.0,0,0.0,0.0,350.3333333333333,4.0,1349,32,6
Kevin Lee,2014-07-06,Jesse Ronson,Lightweight,0,39,1,2,0,91,1,0,3.0,300.0,1,600.0,6.0,488.0,5.0,1349,1063,6
Kevin Lee,2014-09-27,Jon Tuck,Lightweight,0,88,5,2,0,149,3,2,3.0,300.0,1,450.0,4.5,491.75,5.25,1349,1170,6
Kevin Lee,2015-02-14,Michel Prazeres,Lightweight,0,162,9,2,1,84,13,0,3.0,300.0,1,400.0,4.0,280.57142857142856,2.857142857142857,1349,1623,6
Kevin Lee,2015-07-15,James Moontasri,Lightweight,0,224,13,5,1,67,0,1,1.0,176.0,1,375.0,3.75,437.0,4.2,1349,977,6
Kevin Lee,2015-12-12,Leonardo Santos,Lightweight,0,233,14,6,0,96,4,2,1.0,206.0,0,335.2,3.2,351.5,4.0,1349,1406,6
Kevin Lee,2016-04-23,Efrain Escudero,Lightweight,0,243,14,6,5,365,12,8,3.0,300.0,1,348.0,3.0,283.0,3.8333333333333335,1349,698,6
Kevin Lee,2016-07-08,Jake Matthews,Lightweight,0,307,15,7,0,188,7,4,1.0,246.0,1,341.14285714285717,3.0,302.3636363636364,3.1818181818181817,1349,961,6
Kevin Lee,2016-11-19,Magomed Mustafaev,Lightweight,0,331,16,7,1,36,0,0,2.0,271.0,1,329.25,2.75,357.0,3.5,1349,1468,6
Kevin Lee,2017-03-11,Francisco Trinaldo,Lightweight,0,351,23,9,3,531,12,5,2.0,192.0,1,322.77777777777777,2.6666666666666665,318.26666666666665,3.2,1349,774,6
Kevin Lee,2017-06-25,Michael Chiesa,Lightweight,0,366,24,10,1,177,15,8,1.0,277.0,1,309.7,2.6,218.16666666666666,2.5833333333333335,1349,1609,6
Kevin Lee,2017-10-07,Tony Ferguson,Lightweight,0,388,25,11,3,664,6,13,3.0,242.0,0,306.72727272727275,2.4545454545454546,350.9230769230769,3.4615384615384617,1349,2246,6
Kevin Lee,2018-04-21,Edson Barboza,Lightweight,0,443,28,11,9,732,7,1,5.0,138.0,1,321.5,2.75,313.4,3.066666666666667,1349,692,6
Kevin Lee,2018-12-15,Al Iaquinta,Lightweight,0,585,32,11,7,526,8,3,5.0,300.0,0,307.38461538461536,2.923076923076923,343.14285714285717,3.857142857142857,1349,32,6
Kevin Lee,2019-05-18,Rafael Dos Anjos,Welterweight,0,687,35,11,5,1246,45,16,4.0,227.0,0,328.2857142857143,3.4285714285714284,284.375,3.875,1349,1853,10
Kevin Lee,2019-11-02,Gregor Gillespie,Lightweight,0,722,41,11,2,167,23,3,1.0,167.0,1,336.6666666666667,3.7333333333333334,205.8,1.8,1349,847,6
Kevin Lee,2020-03-14,Charles Oliveira,Lightweight,1,743,41,11,4,521,30,30,3.0,28.0,0,326.0625,3.5625,208.71428571428572,2.3333333333333335,1349,376,6
Kevin Lee,2021-08-28,Daniel Rodriguez,Welterweight,1,784,43,11,4,496,1,1,3.0,300.0,0,310.1764705882353,3.7058823529411766,266.0,2.0,1349,536,10
Kevin Lee,2023-07-01,Rinat Fakhretdinov,Welterweight,1,840,46,11,1,88,12,0,1.0,55.0,0,326.27777777777777,3.8333333333333335,300.0,3.0,1349,1922,10
Kevin Natividad,2020-10-31,Miles Johns,Bantamweight,0,0,0,0,0,44,1,0,3.0,171.0,0,0.0,0.0,218.0,3.75,1350,1666,0
Kevin Natividad,2021-04-24,Batgerel Danaa,Bantamweight,0,33,0,0,1,102,0,0,1.0,50.0,0,342.0,6.0,346.4,3.6,1350,212,0
Kevin Natividad,2022-11-19,Ricky Turcios,Bantamweight,0,36,0,0,1,127,2,0,3.0,300.0,0,221.0,4.0,450.0,4.5,1350,1919,0
Kevin Randleman,1999-03-05,Maurice Smith,Heavyweight,0,0,0,0,0,17,2,1,2.0,180.0,1,0.0,0.0,300.0,3.0,1351,1587,4
Kevin Randleman,1999-05-07,Bas Rutten,Heavyweight,0,17,4,0,1,31,0,0,3.0,180.0,0,180.0,2.0,0.0,0.0,1351,210,4
Kevin Randleman,1999-11-19,Pete Williams,Heavyweight,0,37,10,0,1,53,1,4,5.0,300.0,1,270.0,4.0,104.0,1.5,1351,1824,4
Kevin Randleman,2000-06-09,Pedro Rizzo,Heavyweight,0,47,16,2,4,63,0,0,5.0,300.0,1,280.0,4.333333333333333,309.2,1.8,1351,1818,4
Kevin Randleman,2000-11-17,Randy Couture,Heavyweight,0,64,18,4,0,14,5,4,3.0,253.0,0,285.0,4.5,270.6363636363636,3.0,1351,1868,4
Kevin Randleman,2001-05-04,Chuck Liddell,Light Heavyweight,0,79,20,5,0,69,1,0,1.0,78.0,0,329.2,4.8,471.3333333333333,3.1666666666666665,1351,438,5
Kevin Randleman,2002-01-11,Renato Sobral,Light Heavyweight,0,79,20,5,0,7,4,2,3.0,300.0,1,300.3333333333333,4.333333333333333,260.3333333333333,2.5,1351,1889,5
Khabib Nurmagomedov,2012-01-20,Kamal Shalorus,Lightweight,0,0,0,0,0,26,1,0,3.0,128.0,1,0.0,0.0,270.0,6.0,1352,1287,6
Khabib Nurmagomedov,2012-07-07,Gleison Tibau,Lightweight,1,35,3,1,2,294,59,12,3.0,300.0,1,128.0,3.0,321.2142857142857,3.2142857142857144,1352,836,6
Khabib Nurmagomedov,2013-01-19,Thiago Tavares,Lightweight,1,60,3,1,0,259,31,13,1.0,115.0,1,214.0,3.0,238.0,2.4,1352,2205,6
Khabib Nurmagomedov,2013-05-25,Abel Trujillo,Lightweight,2,82,3,1,1,57,1,2,3.0,300.0,1,181.0,2.3333333333333335,251.0,3.6,1352,11,6
Khabib Nurmagomedov,2013-09-21,Pat Healy,Lightweight,2,105,24,3,0,66,5,2,3.0,300.0,1,210.75,2.5,519.6,5.2,1352,1788,6
Khabib Nurmagomedov,2014-04-19,Rafael Dos Anjos,Lightweight,2,159,29,3,3,413,26,9,3.0,300.0,1,228.6,2.6,281.0,3.8823529411764706,1352,1853,6
Khabib Nurmagomedov,2016-04-16,Darrell Horcher,Catch Weight,2,195,35,3,0,0,0,0,2.0,218.0,1,240.5,2.6666666666666665,300.0,3.0,1352,561,1
Khabib Nurmagomedov,2016-11-12,Michael Johnson,Lightweight,2,270,37,3,9,664,7,0,3.0,151.0,1,237.28571428571428,2.5714285714285716,348.52941176470586,3.6470588235294117,1352,1611,6
Khabib Nurmagomedov,2017-12-30,Edson Barboza,Lightweight,2,364,39,4,9,707,7,1,3.0,300.0,1,226.5,2.625,311.0625,3.5,1352,692,6
Khabib Nurmagomedov,2018-04-07,Al Iaquinta,Lightweight,2,453,43,4,7,485,8,3,5.0,300.0,1,234.66666666666666,2.6666666666666665,337.75,4.0,1352,32,6
Khabib Nurmagomedov,2018-10-06,Conor McGregor,Lightweight,2,587,49,5,12,473,5,0,4.0,183.0,1,241.2,2.9,211.44444444444446,1.7777777777777777,1352,472,6
Khabib Nurmagomedov,2019-09-07,Dustin Poirier,Lightweight,2,657,52,6,11,1278,25,13,3.0,126.0,1,235.9090909090909,3.0,241.86363636363637,3.090909090909091,1352,672,6
Khabib Nurmagomedov,2020-10-24,Justin Gaethje,Lightweight,2,679,59,8,3,551,0,0,2.0,94.0,1,226.75,3.0,214.71428571428572,3.0,1352,1263,6
Khadis Ibragimov,2019-08-31,Da Woon Jung,Light Heavyweight,0,0,0,0,0,0,0,0,3.0,119.0,0,0.0,0.0,437.0,3.75,1353,497,5
Khadis Ibragimov,2019-11-09,Ed Herman,Light Heavyweight,0,88,1,0,4,635,32,16,3.0,300.0,0,238.0,6.0,353.2857142857143,4.071428571428571,1353,678,5
Khadis Ibragimov,2020-07-18,Roman Dolidze,Light Heavyweight,0,141,3,0,0,0,0,0,1.0,255.0,0,419.0,6.0,273.0,2.5,1353,1966,5
Khadis Ibragimov,2020-09-26,Danilo Marques,Light Heavyweight,0,145,3,0,0,0,0,0,3.0,300.0,0,449.3333333333333,4.666666666666667,197.0,4.0,1353,546,5
Khalid Murtazaliev,2018-09-15,CB Dollaway,Middleweight,0,0,0,0,3,432,37,10,2.0,300.0,1,0.0,0.0,275.8333333333333,2.3333333333333335,1354,318,7
Khalid Taha,2018-07-22,Nad Narimani,Featherweight,0,0,0,0,0,0,0,0,3.0,300.0,0,0.0,0.0,450.0,4.5,1355,1698,2
Khalid Taha,2019-04-13,Boston Salmon,Bantamweight,0,32,0,0,0,0,0,0,1.0,25.0,1,600.0,6.0,0.0,0.0,1355,256,0
Khalid Taha,2019-10-05,Bruno Silva,Bantamweight,1,37,0,0,0,0,0,0,3.0,180.0,1,312.5,3.5,323.75,3.375,1355,309,0
Khalid Taha,2020-11-07,Raoni Barcelos,Bantamweight,2,75,0,1,2,218,7,2,3.0,300.0,0,268.3333333333333,3.3333333333333335,270.5,2.0,1355,1870,0
Khalid Taha,2021-07-17,Sergey Morozov,Bantamweight,2,124,0,1,0,7,0,0,3.0,300.0,0,351.25,4.0,354.0,3.5,1355,2075,0
Khalid Taha,2022-09-03,Cristian Quinonez,Bantamweight,2,157,0,1,0,0,0,0,1.0,195.0,0,401.0,4.4,0.0,0.0,1355,484,0
Khalil Rountree Jr.,2016-07-08,Andrew Sanchez,Light Heavyweight,0,0,0,0,0,0,0,0,3.0,300.0,0,0.0,0.0,387.0,6.0,1356,134,5
Khalil Rountree Jr.,2016-11-26,Tyson Pedro,Light Heavyweight,0,14,0,0,0,0,0,0,1.0,247.0,0,600.0,6.0,273.0,2.25,1356,2282,5
Khalil Rountree Jr.,2017-02-04,Daniel Jolly,Light Heavyweight,1,17,0,0,0,6,0,0,1.0,52.0,1,547.0,4.0,0.0,0.0,1356,529,5
Khalil Rountree Jr.,2017-07-16,Paul Craig,Light Heavyweight,2,20,0,0,0,43,1,3,1.0,296.0,1,382.0,3.0,248.0,2.7777777777777777,1356,1799,5
Khalil Rountree Jr.,2017-12-30,Michal Oleksiejczuk,Light Heavyweight,3,35,0,0,0,0,0,0,3.0,300.0,1,360.5,2.5,278.0,2.2857142857142856,1356,1619,5
Khalil Rountree Jr.,2018-07-07,Gokhan Saki,Light Heavyweight,3,87,0,1,2,40,0,0,1.0,96.0,1,348.4,2.6,285.0,1.0,1356,840,5
Khalil Rountree Jr.,2018-11-17,Johnny Walker,Light Heavyweight,4,96,0,1,0,0,0,0,1.0,117.0,0,306.3333333333333,2.3333333333333335,239.2,1.8,1356,1161,5
Khalil Rountree Jr.,2019-04-13,Eryk Anders,Light Heavyweight,4,100,0,1,4,273,12,1,3.0,300.0,1,296.0,2.2857142857142856,410.5,3.5,1356,732,5
Khalil Rountree Jr.,2019-09-28,Ion Cutelaba,Light Heavyweight,8,179,0,1,1,287,6,0,1.0,155.0,0,296.5,2.375,322.1111111111111,3.0,1356,917,5
Khalil Rountree Jr.,2021-01-23,Marcin Prachnio,Light Heavyweight,8,184,0,1,0,32,0,0,3.0,300.0,0,298.0,2.3333333333333335,56.0,2.0,1356,1498,5
Khalil Rountree Jr.,2021-09-04,Modestas Bukauskas,Light Heavyweight,8,233,0,1,0,83,0,0,2.0,150.0,1,328.2,2.7,271.0,1.5,1356,1677,5
Khalil Rountree Jr.,2022-03-12,Karl Roberson,Light Heavyweight,9,271,0,1,1,182,4,3,2.0,25.0,1,312.0,2.6363636363636362,393.5,2.6666666666666665,1356,1293,5
Khalil Rountree Jr.,2022-10-29,Dustin Jacoby,Light Heavyweight,11,297,0,1,3,504,2,0,3.0,300.0,1,288.0833333333333,2.5833333333333335,317.0,3.4444444444444446,1356,667,5
Khalil Rountree Jr.,2023-08-12,Chris Daukaus,Light Heavyweight,11,382,0,1,6,146,0,0,1.0,160.0,1,289.0,2.6153846153846154,156.75,2.25,1356,405,5
Khama Worthy,2019-08-17,Devonte Smith,Lightweight,0,0,0,0,2,32,0,0,1.0,255.0,1,0.0,0.0,209.75,2.0,1357,623,6
Khama Worthy,2020-06-27,Luis Pena,Lightweight,1,21,0,0,1,248,5,5,3.0,173.0,1,255.0,1.0,300.0,3.0,1357,1444,6
Khama Worthy,2020-09-12,Ottman Azaitar,Lightweight,1,76,0,1,1,27,0,0,1.0,93.0,0,214.0,2.0,490.0,2.0,1357,1776,6
Khama Worthy,2021-03-27,Jamie Mullarkey,Lightweight,1,77,0,1,0,56,8,1,1.0,46.0,0,204.66666666666666,2.0,343.8333333333333,4.0,1357,987,6
Khama Worthy,2021-10-23,Jai Herbert,Lightweight,1,82,0,1,1,28,0,0,1.0,167.0,0,176.5,2.0,304.6666666666667,5.333333333333333,1357,953,6
Khamzat Chimaev,2020-07-15,John Phillips,Middleweight,0,0,0,0,2,88,0,0,2.0,72.0,1,0.0,0.0,436.6,4.2,1358,1151,7
Khamzat Chimaev,2020-07-25,Rhys McKee,Welterweight,0,43,2,1,0,0,0,0,1.0,189.0,1,72.0,2.0,600.0,6.0,1358,1897,10
Khamzat Chimaev,2020-09-19,Gerald Meerschaert,Middleweight,0,83,3,2,2,297,14,10,1.0,17.0,1,130.5,1.5,315.6666666666667,3.0833333333333335,1358,817,7
Khamzat Chimaev,2021-10-30,Li Jingliang,Welterweight,1,87,3,2,9,689,13,0,1.0,196.0,1,92.66666666666667,1.3333333333333333,313.45454545454544,3.3636363636363638,1358,1411,10
Khamzat Chimaev,2022-04-09,Gilbert Burns,Welterweight,1,112,4,5,4,608,28,8,3.0,300.0,1,118.5,1.25,268.5833333333333,3.25,1358,828,10
Khamzat Chimaev,2022-09-10,Kevin Holland,Catch Weight,2,220,6,5,4,616,10,7,1.0,133.0,1,154.8,1.6,262.8333333333333,3.3333333333333335,1358,1336,1
Khamzat Chimaev,2023-10-21,Kamaru Usman,Middleweight,2,220,8,7,10,1334,59,2,3.0,300.0,1,151.16666666666666,1.5,213.88888888888889,3.6666666666666665,1358,1288,7
Khaos Williams,2020-02-08,Alex Morono,Welterweight,0,0,0,0,3,468,0,4,1.0,27.0,1,0.0,0.0,426.5,4.0,1359,65,10
Khaos Williams,2020-11-14,Abdul Razak Alhassan,Welterweight,1,10,0,0,6,177,2,0,1.0,30.0,1,27.0,1.0,258.0,3.3333333333333335,1359,9,10
Khaos Williams,2020-12-19,Michel Pereira,Welterweight,2,15,0,0,2,179,5,1,3.0,300.0,0,28.5,1.0,212.75,2.75,1359,1622,10
Khaos Williams,2021-06-19,Matthew Semelsberger,Welterweight,2,70,0,0,2,121,2,1,3.0,300.0,1,219.0,2.6666666666666665,352.6666666666667,3.6666666666666665,1359,1585,10
Khaos Williams,2021-11-13,Miguel Baeza,Welterweight,2,161,0,0,3,216,2,1,3.0,62.0,1,239.25,2.75,355.0,2.0,1359,1632,10
Khaos Williams,2022-05-07,Randy Brown,Welterweight,3,210,0,0,3,515,7,5,3.0,300.0,0,203.8,2.8,239.125,2.875,1359,1866,10
Khaos Williams,2023-05-06,Rolando Bedoya,Welterweight,4,285,0,0,0,0,0,0,3.0,300.0,1,269.8333333333333,3.3333333333333335,0.0,0.0,1359,1960,10
Khusein Askhabov,2023-02-18,Jamall Emmers,Featherweight,0,0,0,0,0,167,7,1,3.0,300.0,0,0.0,0.0,416.3333333333333,4.333333333333333,1360,968,2
Kiefer Crosbie,2023-09-09,Kevin Jousset,Welterweight,0,0,0,0,0,0,0,0,1.0,289.0,0,0.0,0.0,0.0,0.0,1361,1339,10
Kiichi Kunimoto,2014-01-04,Luiz Dutra,Welterweight,0,0,0,0,0,0,0,0,1.0,177.0,1,0.0,0.0,0.0,0.0,1362,1448,10
Kiichi Kunimoto,2014-06-14,Daniel Sarafian,Welterweight,0,12,0,0,1,67,1,1,1.0,172.0,1,177.0,1.0,350.25,3.75,1362,538,10
Kiichi Kunimoto,2014-09-20,Richard Walsh,Welterweight,0,17,1,1,0,71,5,0,3.0,300.0,1,174.5,1.0,392.6666666666667,3.6666666666666665,1362,1909,10
Kiichi Kunimoto,2015-02-14,Neil Magny,Welterweight,0,53,2,1,1,337,18,0,3.0,82.0,0,216.33333333333334,1.6666666666666667,298.0625,3.125,1362,1722,10
Kiichi Kunimoto,2017-06-10,Zak Ottow,Welterweight,0,63,3,1,0,109,0,1,3.0,300.0,0,203.25,2.75,342.6666666666667,2.6666666666666665,1362,2400,10
Kimo Leopoldo,1994-09-09,Royce Gracie,Open Weight,0,0,0,0,1,28,4,6,1.0,280.0,0,0.0,0.0,243.5,1.5,1363,1995,8
Kimo Leopoldo,1996-02-16,Rafael Carino,Open Weight,0,6,1,0,0,0,0,0,1.0,264.0,0,560.0,2.0,0.0,0.0,1363,1851,8
Kimo Leopoldo,1996-09-20,David Abbott,Open Weight,0,10,1,0,2,82,8,5,2.0,180.0,0,544.0,2.0,163.66666666666666,1.1666666666666667,1363,578,8
Kimo Leopoldo,1998-03-13,Frank Shamrock,Heavyweight,0,70,1,0,0,0,0,0,2.0,180.0,0,482.6666666666667,2.6666666666666665,274.0,1.5,1363,779,4
Kimo Leopoldo,2003-06-06,David Abbott,Heavyweight,0,83,3,2,3,166,9,6,1.0,119.0,1,452.0,3.0,166.0,1.2857142857142858,1363,578,4
Kimo Leopoldo,2004-06-19,Ken Shamrock,Heavyweight,0,84,4,3,2,98,3,5,1.0,86.0,0,385.4,2.6,280.25,1.5,1363,1320,4
Kit Cope,2005-11-05,Kenny Florian,Welterweight,0,0,0,0,0,40,1,0,2.0,37.0,0,0.0,0.0,320.5,3.4166666666666665,1364,1325,10
Kleydson Rodrigues,2022-05-07,CJ Vergara,Flyweight,0,0,0,0,0,93,0,0,3.0,300.0,0,0.0,0.0,244.0,2.0,1365,321,3
Kleydson Rodrigues,2023-02-11,Shannon Ross,Flyweight,0,81,2,1,0,0,0,0,1.0,59.0,1,600.0,6.0,34.0,2.0,1365,2098,3
Kleydson Rodrigues,2023-09-02,Farid Basharat,Bantamweight,1,95,2,1,0,58,3,0,1.0,255.0,0,329.5,3.5,300.0,3.0,1365,749,0
Klidson Abreu,2019-02-23,Magomed Ankalaev,Light Heavyweight,0,0,0,0,1,71,0,0,3.0,300.0,0,0.0,0.0,218.0,3.0,1366,1467,5
Klidson Abreu,2019-07-20,Sam Alvey,Light Heavyweight,0,23,0,0,7,490,1,1,3.0,300.0,1,600.0,6.0,291.38461538461536,2.769230769230769,1366,2028,5
Klidson Abreu,2019-11-09,Shamil Gamzatov,Light Heavyweight,0,59,1,0,0,0,0,0,3.0,300.0,0,450.0,4.5,0.0,0.0,1366,2085,5
Klidson Abreu,2020-05-30,Jamahal Hill,Light Heavyweight,0,91,2,0,0,101,0,0,1.0,111.0,0,500.0,5.0,205.75,2.5,1366,966,5
Koji Kitao,1996-05-17,Sam Adkins,Open Weight,0,0,0,0,0,0,0,0,1.0,47.0,0,0.0,0.0,0.0,0.0,1367,2027,8
Koji Oishi,2000-04-14,Laverne Clark,Lightweight,0,0,0,0,1,21,2,0,3.0,300.0,0,0.0,0.0,211.0,1.3333333333333333,1368,1394,6
Koji Oishi,2005-06-04,Nick Diaz,Welterweight,0,1,3,0,1,89,7,5,1.0,84.0,0,600.0,6.0,413.90909090909093,5.454545454545454,1368,1731,10
Konstantin Erokhin,2015-01-24,Viktor Pesta,Heavyweight,0,0,0,0,0,26,1,0,3.0,300.0,0,0.0,0.0,252.0,4.0,1369,2309,4
Konstantin Erokhin,2015-12-11,Gabriel Gonzaga,Heavyweight,0,17,0,0,7,268,21,11,3.0,300.0,0,600.0,6.0,253.84615384615384,2.076923076923077,1369,790,4
Kris McCray,2010-06-19,Court McGee,Middleweight,0,0,0,0,0,0,0,0,2.0,221.0,0,0.0,0.0,408.8,4.1,1370,481,7
Kris McCray,2010-11-13,Carlos Eduardo Rocha,Welterweight,0,19,0,0,0,0,0,0,1.0,141.0,0,442.0,4.0,600.0,6.0,1370,345,10
Kris McCray,2011-03-26,John Hathaway,Welterweight,0,22,2,0,1,231,14,3,3.0,300.0,0,362.0,3.0,241.33333333333334,4.0,1370,1140,10
Kris Moutinho,2021-07-10,Sean O'Malley,Bantamweight,0,0,0,0,3,331,3,3,3.0,273.0,0,0.0,0.0,146.75,1.75,1371,2062,0
Kris Moutinho,2022-03-12,Guido Cannetti,Bantamweight,0,70,0,0,0,212,9,1,1.0,127.0,0,546.0,6.0,292.5,3.0,1371,851,0
Kristian Rothaermel,2006-06-28,Rob MacDonald,Light Heavyweight,0,0,0,0,0,3,0,0,1.0,241.0,0,0.0,0.0,260.0,2.0,1372,1929,5
Kristof Midoux,2006-08-17,Jake O'Brien,Heavyweight,0,0,0,0,0,0,0,0,2.0,52.0,0,0.0,0.0,330.6666666666667,3.1666666666666665,1373,962,4
Kron Gracie,2019-02-17,Alex Caceres,Featherweight,0,0,0,0,3,920,9,13,1.0,126.0,1,0.0,0.0,318.2307692307692,3.1538461538461537,1374,58,2
Kron Gracie,2019-10-12,Cub Swanson,Featherweight,0,2,1,1,6,1116,11,2,3.0,300.0,0,126.0,1.0,295.625,3.5625,1374,488,2
Kron Gracie,2023-05-06,Charles Jourdain,Featherweight,0,88,1,1,6,756,1,4,3.0,300.0,0,363.0,3.5,404.0,4.333333333333333,1374,374,2
Krzysztof Jotko,2013-12-06,Bruno Santos,Middleweight,0,0,0,0,0,0,0,0,3.0,300.0,1,0.0,0.0,450.0,4.5,1375,308,7
Krzysztof Jotko,2014-05-31,Magnus Cedenblad,Middleweight,0,17,1,0,0,15,0,2,2.0,299.0,0,300.0,3.0,187.0,2.75,1375,1466,7
Krzysztof Jotko,2014-10-04,Tor Troeng,Middleweight,0,32,1,0,0,41,2,1,3.0,300.0,1,449.0,3.5,191.0,1.0,1375,2254,7
Krzysztof Jotko,2015-10-24,Scott Askham,Middleweight,0,106,2,0,3,53,0,0,3.0,300.0,1,399.3333333333333,3.3333333333333335,414.25,3.5,1375,2048,7
Krzysztof Jotko,2016-02-27,Brad Scott,Middleweight,0,144,4,0,0,152,2,3,3.0,300.0,1,374.5,3.25,488.5,4.0,1375,265,7
Krzysztof Jotko,2016-06-18,Tamdan McCrory,Middleweight,0,203,6,0,0,142,11,11,1.0,59.0,1,359.6,3.2,431.5,3.75,1375,2178,7
Krzysztof Jotko,2016-11-19,Thales Leites,Middleweight,1,207,6,0,4,409,30,16,3.0,300.0,1,309.5,2.8333333333333335,342.3636363636364,4.2727272727272725,1375,2198,7
Krzysztof Jotko,2017-05-13,David Branch,Middleweight,1,249,7,0,0,57,8,0,3.0,300.0,0,308.14285714285717,2.857142857142857,162.0,4.0,1375,581,7
Krzysztof Jotko,2017-09-16,Uriah Hall,Middleweight,1,277,8,0,3,304,7,2,2.0,145.0,0,344.625,3.25,306.72727272727275,3.272727272727273,1375,2285,7
Krzysztof Jotko,2018-04-14,Brad Tavares,Middleweight,2,321,9,1,2,610,15,0,3.0,136.0,0,338.55555555555554,3.3333333333333335,402.4,4.1,1375,266,7
Krzysztof Jotko,2019-04-20,Alen Amedovski,Middleweight,2,345,9,1,0,0,0,0,3.0,300.0,1,331.9,3.6,210.66666666666666,2.0,1375,53,7
Krzysztof Jotko,2019-07-27,Marc-Andre Barriault,Middleweight,2,388,13,1,0,69,0,0,3.0,300.0,1,329.0,3.5454545454545454,306.8888888888889,3.5555555555555554,1375,1489,7
Krzysztof Jotko,2020-05-16,Eryk Anders,Middleweight,2,428,14,1,5,364,12,1,3.0,300.0,1,326.5833333333333,3.5,437.57142857142856,3.857142857142857,1375,732,7
Krzysztof Jotko,2021-05-01,Sean Strickland,Middleweight,2,494,14,1,4,724,12,4,3.0,300.0,0,324.53846153846155,3.4615384615384617,339.0833333333333,3.8333333333333335,1375,2068,7
Krzysztof Jotko,2021-10-02,Misha Cirkunov,Middleweight,2,531,14,1,0,161,11,6,3.0,300.0,1,344.2142857142857,3.642857142857143,178.71428571428572,1.8571428571428572,1375,1672,7
Krzysztof Jotko,2022-04-30,Gerald Meerschaert,Middleweight,2,572,15,1,2,348,18,15,3.0,300.0,1,341.26666666666665,3.6,294.0,3.0,1375,817,7
Krzysztof Jotko,2022-10-01,Brendan Allen,Middleweight,2,637,19,1,2,349,6,7,1.0,257.0,0,338.6875,3.5625,265.5,2.3333333333333335,1375,278,7
Krzysztof Soszynski,2008-12-13,Shane Primm,Light Heavyweight,0,0,0,0,0,0,0,0,2.0,207.0,1,0.0,0.0,0.0,0.0,1376,2092,5
Krzysztof Soszynski,2009-04-18,Brian Stann,Light Heavyweight,0,19,0,1,0,0,0,0,1.0,233.0,1,207.0,2.0,273.5,2.0,1376,296,5
Krzysztof Soszynski,2009-05-23,Andre Gusmao,Light Heavyweight,0,22,2,3,0,34,0,0,1.0,197.0,1,220.0,1.5,600.0,6.0,1376,120,5
Krzysztof Soszynski,2009-08-29,Brandon Vera,Light Heavyweight,1,40,2,3,6,249,4,1,3.0,300.0,0,212.33333333333334,1.3333333333333333,289.0,2.6666666666666665,1376,275,5
Krzysztof Soszynski,2010-02-20,Stephan Bonnar,Light Heavyweight,1,81,3,3,1,283,6,11,3.0,64.0,1,309.25,2.5,424.625,3.625,1376,2128,5
Krzysztof Soszynski,2010-07-03,Stephan Bonnar,Light Heavyweight,1,129,3,3,1,319,8,11,2.0,188.0,0,260.2,2.6,391.6666666666667,3.888888888888889,1376,2128,5
Krzysztof Soszynski,2010-11-13,Goran Reljic,Light Heavyweight,1,161,3,3,1,67,4,4,3.0,300.0,1,279.5,2.8333333333333335,600.0,6.0,1376,841,5
Krzysztof Soszynski,2011-06-11,Mike Massenzio,Light Heavyweight,1,218,3,6,1,8,6,5,3.0,300.0,1,282.42857142857144,2.857142857142857,241.0,3.25,1376,1646,5
Krzysztof Soszynski,2011-12-10,Igor Pokrajac,Light Heavyweight,1,284,3,6,3,100,5,1,1.0,35.0,0,284.625,2.875,352.2,3.8,1376,906,5
Kuniyoshi Hironaka,2006-10-14,Jon Fitch,Welterweight,0,0,0,0,2,101,11,5,3.0,300.0,0,0.0,0.0,356.45454545454544,4.0,1377,1164,10
Kuniyoshi Hironaka,2007-04-05,Forrest Petz,Welterweight,0,4,0,2,5,50,6,0,3.0,300.0,1,600.0,6.0,444.6666666666667,4.666666666666667,1377,765,10
Kuniyoshi Hironaka,2007-09-19,Thiago Alves,Welterweight,0,30,5,3,3,128,5,4,2.0,244.0,0,450.0,4.5,376.6666666666667,3.8,1377,2200,10
Kuniyoshi Hironaka,2008-04-19,Jonathan Goulet,Welterweight,0,45,7,3,0,44,10,2,2.0,127.0,0,462.6666666666667,4.333333333333333,181.25,2.25,1377,1172,10
Kurt Holobaugh,2013-04-27,Steven Siler,Featherweight,0,0,0,0,0,180,2,5,3.0,300.0,0,0.0,0.0,393.4,3.8,1378,2150,2
