Fighter,Date,Opp,Weight_Class,Total_KD,Total_STR,Total_TD,Total_SUB,Opp_KD,Opp_STR,Opp_TD,Opp_SUB,Round,Time,Target,Avg_Round_Time,Avg_Round,Opp_Avg_Round_Time,Opp_Avg_Round,Fighter_code,Opp_code,Weight_Class_code
AJ Dobson,2022-02-12,Jacob Malkoun,Middleweight,0,0,0,0,0,27,8,2,3.0,300.0,0,0.0,0.0,0.0,0.0,0,949,7
AJ Dobson,2022-10-22,Armen Petrosyan,Middleweight,0,52,0,0,0,158,0,0,3.0,300.0,0,600.0,6.0,0.0,0.0,0,182,7
AJ Dobson,2023-08-12,Tafon Nchukwi,Middleweight,0,110,3,0,1,340,4,0,3.0,300.0,1,600.0,6.0,0.0,0.0,0,2167,7
AJ Fletcher,2022-03-12,Matthew Semelsberger,Welterweight,0,0,0,0,3,188,2,1,3.0,300.0,0,0.0,0.0,0.0,0.0,1,1585,10
AJ Fletcher,2022-08-20,Ange Loosa,Welterweight,0,34,4,2,0,88,0,0,3.0,300.0,0,600.0,6.0,0.0,0.0,1,139,10
AJ Fletcher,2023-02-18,Themba Gorimbo,Welterweight,0,121,4,2,0,0,0,0,2.0,97.0,1,600.0,6.0,0.0,0.0,1,2199,10
AJ Fletcher,2023-09-23,Bryan Battle,Welterweight,0,128,4,3,2,171,2,1,2.0,272.0,0,432.3333333333333,4.666666666666667,0.0,0.0,1,312,10
Aalon Cruz,2020-02-29,Spike Carlyle,Featherweight,0,0,0,0,0,0,0,0,1.0,85.0,0,0.0,0.0,0.0,0.0,2,2124,2
Aalon Cruz,2021-03-06,Uros Medic,Lightweight,0,2,0,0,0,0,0,0,1.0,100.0,0,170.0,2.0,0.0,0.0,2,2287,6
Aaron Brink,2000-11-17,Andrei Arlovski,Heavyweight,0,0,0,0,0,0,0,0,1.0,55.0,0,0.0,0.0,0.0,0.0,3,130,4
Aaron Phillips,2014-05-24,Sam Sicilia,Featherweight,0,0,0,0,0,123,3,1,3.0,300.0,0,0.0,0.0,0.0,0.0,4,2033,2
Aaron Phillips,2014-08-23,Matt Hobar,Bantamweight,0,18,0,1,0,7,0,0,3.0,300.0,0,600.0,6.0,0.0,0.0,4,1571,0
Aaron Phillips,2020-07-15,Jack Shore,Bantamweight,0,56,0,1,0,46,4,1,2.0,149.0,0,600.0,6.0,0.0,0.0,4,947,0
Aaron Phillips,2023-04-15,Gaston Bolanos,Bantamweight,0,62,0,1,0,0,0,0,3.0,300.0,0,499.3333333333333,5.333333333333333,0.0,0.0,4,805,0
Aaron Riley,2002-05-10,Robbie Lawler,Welterweight,0,0,0,0,0,0,0,0,3.0,300.0,0,0.0,0.0,0.0,0.0,5,1932,10
Aaron Riley,2006-01-16,Spencer Fisher,Welterweight,0,55,0,1,0,13,1,3,1.0,300.0,0,600.0,6.0,0.0,0.0,5,2123,10
Aaron Riley,2008-11-15,Jorge Gurgel,Lightweight,0,64,2,1,0,286,5,1,3.0,300.0,1,600.0,4.0,0.0,0.0,5,1189,6
Aaron Riley,2009-03-07,Shane Nelson,Lightweight,0,162,3,1,0,10,3,2,1.0,44.0,0,500.0,3.6666666666666665,0.0,0.0,5,2091,6
Aaron Riley,2009-08-08,Shane Nelson,Lightweight,0,166,3,1,1,15,3,2,3.0,300.0,1,397.0,3.25,44.0,1.0,5,2091,6
Aaron Riley,2009-11-14,Ross Pearson,Lightweight,0,216,5,1,0,74,0,0,2.0,278.0,0,377.6,3.2,0.0,0.0,5,1988,6
Aaron Riley,2010-05-29,Joe Brammer,Lightweight,0,231,5,1,0,3,0,0,3.0,300.0,1,407.3333333333333,3.3333333333333335,0.0,0.0,5,1103,6
Aaron Riley,2011-09-24,Tony Ferguson,Lightweight,0,277,8,1,1,21,2,0,1.0,300.0,0,392.0,3.2857142857142856,0.0,0.0,5,2246,6
Aaron Riley,2013-07-27,Justin Salas,Lightweight,0,288,8,1,0,55,4,0,3.0,300.0,0,418.0,3.125,0.0,0.0,5,1272,6
Aaron Rosa,2011-06-11,Joey Beltran,Heavyweight,0,0,0,0,0,226,1,0,3.0,86.0,0,0.0,0.0,0.0,0.0,6,1125,4
Aaron Rosa,2011-11-12,Matt Lucas,Light Heavyweight,0,73,0,0,0,0,0,0,3.0,300.0,1,172.0,6.0,0.0,0.0,6,1575,5
Aaron Rosa,2012-03-02,James Te Huna,Light Heavyweight,0,132,0,0,1,33,6,1,1.0,128.0,0,236.0,4.5,0.0,0.0,6,979,5
Aaron Simpson,2009-04-01,Tim McKenzie,Middleweight,0,0,0,0,0,0,0,0,1.0,100.0,1,0.0,0.0,0.0,0.0,7,2219,7
Aaron Simpson,2009-08-29,Ed Herman,Middleweight,1,16,1,0,1,236,23,7,2.0,17.0,1,100.0,1.0,0.0,0.0,7,678,7
Aaron Simpson,2010-01-11,Tom Lawlor,Middleweight,2,41,4,0,0,14,7,1,3.0,300.0,1,58.5,1.5,0.0,0.0,7,2238,7
Aaron Simpson,2010-06-19,Chris Leben,Middleweight,2,77,6,0,4,375,15,4,2.0,257.0,0,139.0,2.0,0.0,0.0,7,416,7
Aaron Simpson,2010-11-20,Mark Munoz,Middleweight,2,120,8,1,1,124,5,2,3.0,300.0,0,232.75,2.5,0.0,0.0,7,1536,7
Aaron Simpson,2011-03-26,Mario Miranda,Middleweight,2,163,13,1,1,72,3,0,3.0,300.0,1,306.2,3.2,0.0,0.0,7,1520,7
Aaron Simpson,2011-07-02,Brad Tavares,Middleweight,2,222,23,1,1,40,3,0,3.0,300.0,1,305.1666666666667,3.1666666666666665,0.0,0.0,7,266,7
Aaron Simpson,2011-10-08,Eric Schafer,Middleweight,2,265,25,3,0,121,7,9,3.0,300.0,1,304.42857142857144,3.142857142857143,0.0,0.0,7,718,7
Aaron Simpson,2012-02-15,Ronny Markes,Middleweight,4,323,25,3,0,40,6,0,3.0,300.0,0,303.875,3.125,0.0,0.0,7,1978,7
Aaron Simpson,2012-07-11,Kenny Robertson,Welterweight,5,378,25,3,0,12,0,0,3.0,300.0,1,336.77777777777777,3.4444444444444446,0.0,0.0,7,1326,10
Aaron Simpson,2012-10-05,Mike Pierce,Welterweight,5,426,31,3,1,355,24,3,2.0,29.0,0,333.1,3.4,0.0,0.0,7,1649,10
Aaron Wilkinson,2010-12-04,Cody McKenzie,Lightweight,0,0,0,0,0,0,0,0,1.0,123.0,0,0.0,0.0,0.0,0.0,8,459,6
Abdul Razak Alhassan,2016-11-19,Charlie Ward,Welterweight,0,0,0,0,0,0,0,0,1.0,53.0,1,0.0,0.0,0.0,0.0,9,383,10
Abdul Razak Alhassan,2017-05-28,Omari Akhmedov,Welterweight,3,12,0,0,2,193,13,2,3.0,300.0,0,53.0,1.0,0.0,0.0,9,1771,10
Abdul Razak Alhassan,2017-12-02,Sabah Homasi,Welterweight,3,55,0,0,0,33,2,0,1.0,261.0,1,326.5,3.5,0.0,0.0,9,2018,10
Abdul Razak Alhassan,2018-01-20,Sabah Homasi,Welterweight,4,82,1,0,0,72,2,0,1.0,227.0,1,304.6666666666667,2.6666666666666665,522.0,2.0,9,2018,10
Abdul Razak Alhassan,2018-09-08,Niko Price,Welterweight,5,95,1,0,2,100,4,5,1.0,43.0,1,285.25,2.25,0.0,0.0,9,1749,10
Abdul Razak Alhassan,2020-07-15,Mounir Lazzez,Welterweight,6,110,1,0,0,0,0,0,3.0,300.0,0,236.8,2.0,0.0,0.0,9,1689,10
Abdul Razak Alhassan,2020-11-14,Khaos Williams,Welterweight,6,177,2,0,1,10,0,0,1.0,30.0,0,297.3333333333333,2.6666666666666665,0.0,0.0,9,1350,10
Abdul Razak Alhassan,2021-04-17,Jacob Malkoun,Middleweight,6,179,2,0,0,0,0,0,3.0,300.0,0,263.42857142857144,2.5714285714285716,300.0,3.0,9,949,7
Abdul Razak Alhassan,2021-08-28,Alessio Di Chirico,Middleweight,6,200,2,0,3,335,11,0,1.0,17.0,1,305.5,3.0,0.0,0.0,9,55,7
Abdul Razak Alhassan,2022-02-19,Joaquin Buckley,Middleweight,7,201,2,0,4,156,2,0,3.0,300.0,0,273.44444444444446,2.7777777777777777,0.0,0.0,9,1099,7
Abdul Razak Alhassan,2023-01-14,Claudio Ribeiro,Middleweight,7,247,5,0,0,0,0,0,2.0,28.0,1,306.1,3.1,0.0,0.0,9,445,7
Abdul Razak Alhassan,2023-10-07,Joe Pyfer,Middleweight,8,264,5,0,1,28,0,0,2.0,125.0,0,280.8181818181818,3.0,0.0,0.0,9,1115,7
Abdul-Kerim Edilov,2017-09-02,Bojan Mihajlovic,Light Heavyweight,0,0,0,0,0,25,0,0,2.0,152.0,1,0.0,0.0,0.0,0.0,10,254,5
Abel Trujillo,2012-12-08,Marcus LeVesseur,Lightweight,0,0,0,0,0,60,5,1,2.0,236.0,1,0.0,0.0,0.0,0.0,11,1514,6
Abel Trujillo,2013-05-25,Khabib Nurmagomedov,Lightweight,1,57,1,2,2,82,3,1,3.0,300.0,0,236.0,2.0,0.0,0.0,11,1343,6
Abel Trujillo,2013-08-28,Roger Bowling,Lightweight,1,68,2,2,0,27,1,0,2.0,297.0,0,418.0,4.0,0.0,0.0,11,1950,6
Abel Trujillo,2013-12-14,Roger Bowling,Lightweight,1,118,3,2,0,70,5,3,2.0,95.0,1,476.6666666666667,4.0,297.0,2.0,11,1950,6
Abel Trujillo,2014-02-01,Jamie Varner,Lightweight,1,161,8,2,2,196,22,5,2.0,152.0,1,381.25,3.5,0.0,0.0,11,989,6
Abel Trujillo,2014-12-06,Tony Ferguson,Lightweight,2,179,8,2,2,224,4,4,2.0,259.0,0,335.4,3.2,300.0,1.0,11,2246,6
Abel Trujillo,2015-11-07,Gleison Tibau,Lightweight,3,194,10,2,2,568,82,16,1.0,105.0,1,365.8333333333333,3.3333333333333335,0.0,0.0,11,836,6
Abel Trujillo,2016-01-02,Tony Sims,Lightweight,3,194,10,2,1,33,0,1,1.0,198.0,1,328.57142857142856,3.0,0.0,0.0,11,2252,6
Abel Trujillo,2016-05-29,Jordan Rinaldi,Lightweight,3,198,10,3,0,0,0,0,3.0,300.0,1,312.25,2.75,0.0,0.0,11,1186,6
Abel Trujillo,2017-02-04,James Vick,Lightweight,3,233,13,3,1,230,0,2,3.0,49.0,0,310.8888888888889,2.7777777777777777,0.0,0.0,11,981,6
Abel Trujillo,2017-12-16,John Makdessi,Lightweight,3,244,14,3,5,742,0,0,3.0,300.0,0,289.6,3.1,0.0,0.0,11,1147,6
Abner Lloveras,2015-12-11,Chris Gruetzemacher,Lightweight,0,0,0,0,0,0,0,0,3.0,300.0,0,0.0,0.0,0.0,0.0,12,409,6
Abu Azaitar,2018-07-22,Vitor Miranda,Middleweight,0,0,0,0,0,216,2,0,3.0,300.0,1,0.0,0.0,0.0,0.0,13,2321,7
Abu Azaitar,2021-03-27,Marc-Andre Barriault,Middleweight,0,48,1,0,1,233,2,0,3.0,296.0,0,300.0,3.0,0.0,0.0,13,1489,7
Abu Azaitar,2023-10-21,Sedriques Dumas,Middleweight,0,156,1,0,0,37,0,0,3.0,300.0,0,446.0,4.5,0.0,0.0,13,2070,7
Abubakar Nurmagomedov,2019-11-09,David Zawada,Welterweight,0,0,0,0,1,106,2,5,1.0,170.0,0,0.0,0.0,0.0,0.0,14,596,10
Abubakar Nurmagomedov,2021-03-27,Jared Gooden,Welterweight,0,4,1,0,0,100,1,0,3.0,300.0,1,340.0,2.0,0.0,0.0,14,994,10
Abubakar Nurmagomedov,2022-10-22,Gadzhi Omargadzhiev,Welterweight,0,64,2,0,0,12,1,0,3.0,300.0,1,320.0,2.5,0.0,0.0,14,795,10
Abubakar Nurmagomedov,2023-06-03,Elizeu Zaleski dos Santos,Welterweight,0,104,3,0,2,677,5,4,3.0,300.0,0,313.3333333333333,2.6666666666666665,0.0,0.0,14,706,10
Abus Magomedov,2022-09-03,Dustin Stoltzfus,Middleweight,0,0,0,0,0,160,6,1,1.0,19.0,1,0.0,0.0,0.0,0.0,15,673,7
Abus Magomedov,2023-07-01,Sean Strickland,Middleweight,1,7,0,0,4,1496,18,4,2.0,260.0,0,19.0,1.0,0.0,0.0,15,2068,7
Abus Magomedov,2023-11-04,Caio Borralho,Middleweight,1,54,1,0,0,96,9,3,3.0,300.0,0,269.5,2.5,0.0,0.0,15,325,7
Adam Cella,2013-04-06,Tor Troeng,Middleweight,0,0,0,0,0,0,0,0,1.0,191.0,0,0.0,0.0,0.0,0.0,16,2254,7
Adam Fugitt,2022-07-30,Michael Morales,Welterweight,0,0,0,0,1,26,0,0,3.0,69.0,0,0.0,0.0,0.0,0.0,17,1615,10
Adam Fugitt,2023-02-04,Yusaku Kinoshita,Welterweight,0,64,1,0,0,0,0,0,1.0,276.0,1,138.0,6.0,0.0,0.0,17,2388,10
Adam Fugitt,2023-06-10,Mike Malott,Welterweight,0,85,5,0,1,37,1,1,2.0,66.0,0,207.0,3.5,0.0,0.0,17,1645,10
Adam Milstead,2016-05-29,Chris de la Rocha,Heavyweight,0,0,0,0,0,1,0,0,2.0,241.0,1,0.0,0.0,0.0,0.0,18,428,4
Adam Milstead,2017-02-04,Curtis Blaydes,Heavyweight,0,58,0,0,0,76,7,0,2.0,59.0,1,241.0,2.0,0.0,0.0,18,491,4
Adam Milstead,2018-03-03,Jordan Johnson,Light Heavyweight,0,59,0,0,0,81,6,2,3.0,300.0,0,150.0,2.0,0.0,0.0,18,1182,5
Adam Milstead,2018-12-15,Mike Rodriguez,Light Heavyweight,0,117,0,0,0,40,0,0,1.0,179.0,0,300.0,3.3333333333333335,0.0,0.0,18,1654,5
Adam Wieczorek,2017-11-18,Anthony Hamilton,Heavyweight,0,0,0,0,1,214,9,0,3.0,300.0,1,0.0,0.0,0.0,0.0,19,148,4
Adam Wieczorek,2018-04-14,Arjan Bhullar,Heavyweight,0,42,0,0,1,24,1,0,2.0,119.0,1,300.0,3.0,0.0,0.0,19,180,4
Adam Wieczorek,2018-11-03,Marcos Rogerio de Lima,Heavyweight,0,55,0,1,3,90,0,3,3.0,300.0,0,209.5,2.5,0.0,0.0,19,1507,4
Adam Yandiev,2018-09-15,Jordan Johnson,Middleweight,0,0,0,0,0,140,8,2,2.0,42.0,0,0.0,0.0,300.0,3.0,20,1182,7
Adlan Amagov,2013-04-06,Chris Spang,Welterweight,0,0,0,0,0,0,0,0,3.0,300.0,1,0.0,0.0,0.0,0.0,21,422,10
Adlan Amagov,2013-10-19,TJ Waldburger,Welterweight,0,38,6,0,2,78,12,18,1.0,180.0,1,300.0,3.0,0.0,0.0,21,2164,10
Adrian Serrano,2000-06-09,Shonie Carter,Welterweight,0,0,0,0,0,22,5,0,2.0,300.0,0,0.0,0.0,0.0,0.0,22,2110,10
Adrian Yanez,2020-10-31,Victor Rodriguez,Bantamweight,0,0,0,0,0,0,0,0,1.0,166.0,1,0.0,0.0,0.0,0.0,23,2305,0
Adrian Yanez,2021-03-20,Gustavo Lopez,Bantamweight,1,17,0,0,0,40,2,1,3.0,27.0,1,166.0,1.0,0.0,0.0,23,855,0
Adrian Yanez,2021-07-24,Randy Costa,Bantamweight,3,58,0,0,3,72,0,0,2.0,131.0,1,96.5,2.0,0.0,0.0,23,1867,0
Adrian Yanez,2021-11-20,Davey Grant,Bantamweight,4,122,0,0,2,365,12,1,3.0,300.0,1,108.0,2.0,0.0,0.0,23,576,0
Adrian Yanez,2022-06-18,Tony Kelley,Bantamweight,4,222,0,0,0,219,0,4,1.0,229.0,1,156.0,2.25,0.0,0.0,23,2250,0
Adrian Yanez,2023-04-08,Rob Font,Bantamweight,5,257,0,0,6,1118,12,5,1.0,177.0,0,170.6,2.0,0.0,0.0,23,1927,0
Adrian Yanez,2023-10-14,Jonathan Martinez,Bantamweight,5,282,0,0,7,751,5,1,2.0,146.0,0,201.16666666666666,2.0,0.0,0.0,23,1173,0
Adriano Martins,2013-11-09,Daron Cruickshank,Lightweight,0,0,0,0,1,164,4,0,2.0,169.0,1,0.0,0.0,0.0,0.0,24,559,6
Adriano Martins,2014-01-25,Donald Cerrone,Lightweight,0,16,1,1,4,503,10,3,1.0,280.0,0,169.0,2.0,0.0,0.0,24,647,6
Adriano Martins,2014-07-06,Juan Manuel Puig,Lightweight,0,29,1,1,0,0,0,0,1.0,141.0,1,364.5,2.0,0.0,0.0,24,1237,6
Adriano Martins,2015-02-22,Rustam Khabilov,Lightweight,1,38,1,1,1,66,14,1,3.0,300.0,1,290.0,1.6666666666666667,0.0,0.0,24,2001,6
Adriano Martins,2015-10-03,Islam Makhachev,Lightweight,1,50,4,1,0,32,3,1,1.0,106.0,1,292.5,2.0,0.0,0.0,24,924,6
Adriano Martins,2016-10-08,Leonardo Santos,Lightweight,2,53,4,1,1,128,5,2,3.0,300.0,0,255.2,1.8,0.0,0.0,24,1406,6
Adriano Martins,2017-09-09,Kajan Johnson,Lightweight,2,87,4,1,1,106,7,1,3.0,49.0,0,312.6666666666667,2.5,0.0,0.0,24,1284,6
Adriano Santos,1998-10-16,Tulio Palhares,Middleweight,0,0,0,0,0,0,0,0,1.0,540.0,0,0.0,0.0,0.0,0.0,25,2275,7
Aiemann Zahabi,2017-02-19,Reginaldo Vieira,Bantamweight,0,0,0,0,0,79,3,2,3.0,300.0,1,0.0,0.0,0.0,0.0,26,1885,0
Aiemann Zahabi,2017-11-04,Ricardo Ramos,Bantamweight,1,44,0,0,1,45,0,1,3.0,118.0,0,300.0,3.0,0.0,0.0,26,1902,0
Aiemann Zahabi,2019-05-04,Vince Morales,Bantamweight,1,90,0,0,0,74,0,0,3.0,300.0,0,268.0,4.5,0.0,0.0,26,2313,0
Aiemann Zahabi,2021-02-20,Drako Rodriguez,Bantamweight,1,118,1,0,0,0,0,0,1.0,185.0,1,378.6666666666667,5.0,0.0,0.0,26,658,0
Aiemann Zahabi,2022-07-09,Ricky Turcios,Bantamweight,2,127,1,0,1,100,2,0,3.0,300.0,1,330.25,4.0,0.0,0.0,26,1919,0
Aiemann Zahabi,2023-06-10,Aoriqileng,Bantamweight,2,181,1,0,1,290,5,0,1.0,64.0,1,324.2,3.8,0.0,0.0,26,176,0
Ailin Perez,2022-09-03,Stephanie Egger,Women's Featherweight,0,0,0,0,0,52,6,1,2.0,294.0,0,0.0,0.0,0.0,0.0,27,2129,12
Ailin Perez,2023-07-15,Ashlee Evans-Smith,Women's Bantamweight,0,16,1,0,0,434,7,0,3.0,300.0,1,588.0,4.0,0.0,0.0,27,187,11
Ailin Perez,2023-11-18,Lucie Pudilova,Women's Bantamweight,0,76,11,0,2,478,5,5,3.0,300.0,1,444.0,3.5,0.0,0.0,27,1438,11
Aisling Daly,2014-12-12,Alex Chambers,Women's Strawweight,0,0,0,0,0,0,0,0,1.0,293.0,1,0.0,0.0,0.0,0.0,28,59,14
Aisling Daly,2015-04-25,Randa Markos,Women's Strawweight,0,16,1,1,0,55,1,0,3.0,300.0,0,293.0,1.0,0.0,0.0,28,1865,14
Aisling Daly,2015-10-24,Ericka Almeida,Women's Strawweight,0,43,3,2,0,13,0,0,3.0,300.0,1,446.5,3.5,0.0,0.0,28,725,14
Akbarh Arreola,2014-07-26,Tiago dos Santos e Silva,Lightweight,0,0,0,0,0,0,0,0,3.0,300.0,0,0.0,0.0,0.0,0.0,29,2210,6
Akbarh Arreola,2014-11-22,Yves Edwards,Lightweight,0,30,2,0,8,556,6,10,1.0,112.0,1,600.0,6.0,0.0,0.0,29,2392,6
Akbarh Arreola,2015-03-21,Francisco Trinaldo,Lightweight,1,42,3,1,2,209,5,5,3.0,300.0,0,356.0,3.5,0.0,0.0,29,774,6
Akbarh Arreola,2015-11-14,Jake Matthews,Lightweight,1,76,3,1,0,90,6,2,2.0,300.0,0,437.3333333333333,4.333333333333333,0.0,0.0,29,961,6
Akihiro Gono,2007-11-17,Tamdan McCrory,Welterweight,0,0,0,0,0,8,2,2,2.0,199.0,1,0.0,0.0,0.0,0.0,30,2178,10
Akihiro Gono,2008-10-18,Dan Hardy,Welterweight,1,27,1,1,0,0,0,0,3.0,300.0,0,199.0,2.0,0.0,0.0,30,518,10
Akihiro Gono,2009-01-31,Jon Fitch,Welterweight,1,83,4,1,2,284,25,8,3.0,300.0,0,399.5,4.0,0.0,0.0,30,1164,10
Akira Corassani,2012-09-29,Andy Ogle,Featherweight,0,0,0,0,0,0,0,0,3.0,300.0,1,0.0,0.0,0.0,0.0,31,137,2
Akira Corassani,2013-04-06,Robert Peralta,Featherweight,0,45,0,0,3,126,1,0,3.0,300.0,1,300.0,3.0,0.0,0.0,31,1936,2
Akira Corassani,2013-11-30,Maximo Blanco,Featherweight,0,93,2,0,0,70,2,1,1.0,25.0,1,300.0,3.0,0.0,0.0,31,1593,2
Akira Corassani,2014-04-16,Dustin Poirier,Featherweight,0,94,2,0,3,429,11,7,2.0,42.0,0,208.33333333333334,2.3333333333333335,0.0,0.0,31,672,2
Akira Corassani,2014-10-04,Max Holloway,Featherweight,0,118,2,0,5,621,0,2,1.0,191.0,0,177.25,2.75,0.0,0.0,31,1590,2
Akira Corassani,2015-01-24,Sam Sicilia,Featherweight,0,129,2,0,0,196,8,2,1.0,206.0,0,218.2,2.6,300.0,3.0,31,2033,2
Al Iaquinta,2012-06-01,Michael Chiesa,Lightweight,0,0,0,0,0,0,0,0,1.0,167.0,0,0.0,0.0,0.0,0.0,32,1609,6
Al Iaquinta,2013-08-31,Ryan Couture,Lightweight,0,8,0,0,0,29,1,0,3.0,300.0,1,334.0,2.0,0.0,0.0,32,2004,6
Al Iaquinta,2013-10-26,Piotr Hallmann,Lightweight,0,88,4,0,0,42,2,1,3.0,300.0,1,317.0,2.5,0.0,0.0,32,1840,6
Al Iaquinta,2014-02-01,Kevin Lee,Lightweight,0,173,6,0,0,0,0,0,3.0,300.0,1,311.3333333333333,2.6666666666666665,0.0,0.0,32,1340,6
Al Iaquinta,2014-05-24,Mitch Clarke,Lightweight,1,222,6,1,0,64,3,1,2.0,57.0,0,308.5,2.75,0.0,0.0,32,1673,6
Al Iaquinta,2014-09-05,Rodrigo Damm,Lightweight,1,235,7,3,0,242,3,2,3.0,146.0,1,269.6,3.0,0.0,0.0,32,1946,6
Al Iaquinta,2014-11-07,Ross Pearson,Lightweight,2,328,7,3,5,580,10,0,2.0,99.0,1,249.0,3.0,278.0,2.0,32,1988,6
Al Iaquinta,2015-01-31,Joe Lauzon,Lightweight,4,359,7,3,2,300,23,26,2.0,214.0,1,227.57142857142858,2.857142857142857,0.0,0.0,32,1110,6
Al Iaquinta,2015-04-04,Jorge Masvidal,Lightweight,5,418,8,3,1,301,12,4,3.0,300.0,1,225.875,2.75,0.0,0.0,32,1191,6
Al Iaquinta,2017-04-22,Diego Sanchez,Lightweight,5,473,8,3,6,883,28,18,1.0,98.0,1,234.11111111111111,2.7777777777777777,0.0,0.0,32,631,6
Al Iaquinta,2018-04-07,Khabib Nurmagomedov,Lightweight,7,485,8,3,2,453,43,4,5.0,300.0,0,220.5,2.6,300.0,3.0,32,1343,6
Al Iaquinta,2018-12-15,Kevin Lee,Lightweight,7,526,8,3,0,585,32,11,5.0,300.0,1,255.0,3.272727272727273,600.0,6.0,32,1340,6
Al Iaquinta,2019-05-04,Donald Cerrone,Lightweight,7,637,8,3,18,1312,21,11,5.0,300.0,0,258.75,3.4166666666666665,280.0,1.0,32,647,6
Al Iaquinta,2019-10-05,Dan Hooker,Lightweight,7,727,8,3,6,438,3,3,3.0,300.0,0,285.0,3.923076923076923,0.0,0.0,32,520,6
Al Iaquinta,2021-11-06,Bobby Green,Lightweight,7,764,8,3,2,1188,20,4,1.0,145.0,0,307.5,4.071428571428571,0.0,0.0,32,247,6
Alan Baudot,2020-10-10,Tom Aspinall,Heavyweight,0,0,0,0,1,10,0,0,1.0,95.0,0,0.0,0.0,0.0,0.0,33,2231,4
Alan Baudot,2021-07-17,Rodrigo Nascimento,Heavyweight,0,3,0,0,0,33,2,1,2.0,89.0,1,190.0,2.0,0.0,0.0,33,1947,4
Alan Baudot,2022-02-19,Parker Porter,Heavyweight,0,63,0,0,0,292,3,1,3.0,300.0,0,139.5,2.0,0.0,0.0,33,1784,4
Alan Baudot,2022-06-25,Josh Parisian,Heavyweight,0,118,0,0,0,203,1,0,2.0,184.0,0,293.0,3.3333333333333335,0.0,0.0,33,1221,4
Alan Belcher,2006-08-26,Yushin Okami,Middleweight,0,0,0,0,0,0,0,0,3.0,300.0,0,0.0,0.0,0.0,0.0,34,2389,7
Alan Belcher,2006-12-13,Jorge Santiago,Middleweight,0,8,0,0,1,15,2,0,3.0,165.0,1,600.0,6.0,0.0,0.0,34,1194,7
Alan Belcher,2007-04-07,Kendall Grove,Middleweight,1,37,1,2,0,38,1,7,2.0,282.0,0,382.5,4.5,0.0,0.0,34,1322,7
Alan Belcher,2007-05-26,Sean Salmon,Light Heavyweight,1,45,2,2,0,10,2,0,1.0,53.0,1,443.0,4.333333333333333,0.0,0.0,34,2064,5
Alan Belcher,2007-10-20,Kalib Starnes,Middleweight,1,45,2,3,0,87,3,2,2.0,99.0,1,345.5,3.5,0.0,0.0,34,1285,7
Alan Belcher,2008-04-19,Jason Day,Middleweight,1,102,2,3,0,0,0,0,1.0,238.0,0,296.2,3.2,0.0,0.0,34,1007,7
Alan Belcher,2008-09-17,Ed Herman,Middleweight,1,105,3,3,1,122,13,5,3.0,300.0,1,326.1666666666667,3.0,34.0,4.0,34,678,7
Alan Belcher,2009-01-17,Denis Kang,Middleweight,1,159,3,3,0,0,0,0,2.0,276.0,1,322.42857142857144,3.0,0.0,0.0,34,604,7
Alan Belcher,2009-07-11,Yoshihiro Akiyama,Middleweight,1,168,3,4,0,0,0,0,3.0,300.0,0,316.625,2.875,0.0,0.0,34,2378,7
Alan Belcher,2009-12-12,Wilson Gouveia,Catch Weight,2,244,3,4,4,172,4,10,1.0,183.0,1,348.1111111111111,3.2222222222222223,0.0,0.0,34,2355,1
Alan Belcher,2010-05-08,Patrick Cote,Middleweight,3,265,3,4,4,198,2,1,2.0,205.0,1,331.6,3.0,0.0,0.0,34,1792,7
Alan Belcher,2011-09-17,Jason MacDonald,Middleweight,3,292,4,5,0,127,8,11,1.0,228.0,1,320.09090909090907,2.909090909090909,0.0,0.0,34,1017,7
Alan Belcher,2012-05-05,Rousimar Palhares,Middleweight,3,317,4,5,1,125,13,13,1.0,258.0,1,312.4166666666667,2.75,0.0,0.0,34,1991,7
Alan Belcher,2012-12-29,Yushin Okami,Middleweight,3,337,4,6,4,430,23,8,3.0,300.0,0,308.2307692307692,2.6153846153846154,300.0,3.0,34,2389,7
Alan Belcher,2013-04-27,Michael Bisping,Middleweight,3,343,4,8,4,854,26,5,3.0,271.0,0,329.07142857142856,2.857142857142857,0.0,0.0,34,1607,7
Alan Jouban,2014-08-16,Seth Baczynski,Welterweight,0,0,0,0,2,285,5,5,1.0,263.0,1,0.0,0.0,0.0,0.0,35,2079,10
Alan Jouban,2014-11-08,Warlley Alves,Welterweight,1,25,0,0,1,19,2,1,3.0,300.0,0,263.0,1.0,0.0,0.0,35,2338,10
Alan Jouban,2015-02-28,Richard Walsh,Welterweight,1,104,0,0,2,130,5,0,1.0,139.0,1,431.5,3.5,0.0,0.0,35,1909,10
Alan Jouban,2015-07-15,Matt Dwyer,Welterweight,1,116,0,0,1,13,0,0,3.0,300.0,1,334.0,2.6666666666666665,0.0,0.0,35,1567,10
Alan Jouban,2015-10-03,Albert Tumenov,Welterweight,2,167,1,0,4,129,1,0,1.0,175.0,0,325.5,2.75,0.0,0.0,35,42,10
Alan Jouban,2016-03-19,Brendan O'Reilly,Welterweight,2,184,1,0,0,57,6,1,1.0,135.0,1,330.4,2.6,0.0,0.0,35,280,10
Alan Jouban,2016-07-07,Belal Muhammad,Welterweight,3,216,1,0,0,0,0,0,3.0,300.0,1,297.8333333333333,2.3333333333333335,0.0,0.0,35,215,10
